-973.45,17.15,-1902.28
-958.8,-32.9,-1887.39
-971.01,-47.79,-1920.84
-996.4,-3.85,-1878.36
-963.93,-50.23,-1811.71
-1002.75,-42.18,-1689.15
-1005.68,-25.82,-1784.12
-961.49,-22.4,-1834.41
-993.71,-30.94,-1798.77
-981.99,-32.17,-1808.29
-906.8,-22.89,-1842.71
-981.02,-36.32,-1844.42
-998.84,-38.76,-1880.07
-1000.55,-33.87,-1893.01
-979.55,-42.18,-1887.15
-996.64,-37.54,-1894.96
-990.78,-36.8,-1900.82
-982.97,-30.46,-1913.27
-991.27,-40.47,-1923.77
-986.15,-35.58,-1917.66
-1000.31,-35.34,-1933.29
-998.11,-48.52,-1929.87
-1002.5,-38.02,-1940.86
-996.15,-47.3,-1934.51
-1003.48,-39,-1932.8
-991.27,-47.06,-1926.94
-1001.53,-45.1,-1920.59
-997.62,-39.49,-1931.09
-997.62,-52.43,-1934.02
-999.33,-45.1,-1943.54
-999.82,-46.08,-1952.33
-1008.12,-47.06,-1943.54
-1003.72,-44.62,-1941.35
-1003.23,-45.1,-1947.45
-1007.14,-41.2,-1956.97
-1005.68,-47.3,-1951.6
-1002.26,-50.48,-1954.77
-1002.5,-47.79,-1952.09
-1007.14,-46.81,-1953.06
-1007.87,-46.57,-1964.29
-998.6,-48.77,-1947.94
-999.08,-45.59,-1954.04
-1009.83,-49.5,-1955.51
-1004.21,-47.3,-1956.73
-998.35,-49.5,-1949.4
-1004.7,-55.85,-1965.27
-1007.39,-51.7,-1956.48
-1002.01,-54.87,-1955.75
-1005.92,-51.7,-1949.4
-1004.46,-51.21,-1954.53
-1004.7,-57.56,-1952.82
-1007.87,-55.6,-1963.81
-1012.02,-53.65,-1950.87
-1006.16,-60.49,-1953.31
-1005.43,-53.65,-1953.31
-1008.61,-54.38,-1959.17
-1005.68,-61.95,-1952.58
-995.91,-70.5,-1947.94
-1018.37,-54.14,-1956.24
-1007.63,-53.16,-1962.34
-1008.61,-59.51,-1949.16
-1003.23,-55.6,-1960.39
-1002.5,-53.89,-1964.05
-1006.16,-58.78,-1963.32
-1002.99,-63.66,-1963.07
-1010.56,-67.08,-1956.24
-999.82,-54.87,-1959.17
-1013.73,-56.09,-1958.68
-1006.65,-46.08,-1968.44
-1008.36,-58.29,-1973.82
-1010.07,-54.14,-1968.2
-1008.85,-54.63,-1964.05
-1003.23,-57.56,-1958.92
-1010.07,-50.72,-1958.92
