-8.12,-716.74,-601.38
98.08,-860.29,-424.87
-131.9,-851.5,-544.25
-97.23,-868.35,-624.82
-24.96,-870.06,-611.88
15.08,-862,-585.51
-20.08,-941.35,-514.71
-69.64,-840.27,-519.35
-16.42,-761.9,-610.17
18.25,-936.46,-633.12
-146.79,-960.39,-584.29
-164.86,-837.34,-634.58
-37.66,-944.76,-638.24
11.66,-968.44,-600.16
-19.1,-901.31,-585.51
-42.79,-863.95,-554.5
136.41,-883.24,-586.49
-34.73,-826.35,-539.61
-102.36,-881.77,-595.28
-127.26,-800.72,-675.6
87.1,-906.19,-543.27
-107.73,-807.8,-622.13
-101.38,-815.12,-621.89
-57.43,-906.68,-645.57
-52.8,-909.61,-696.35
-43.76,-858.83,-700.5
-59.39,-855.9,-743.23
46.08,-812.93,-628.97
131.77,-721.13,-563.05
-88.2,-688.42,-579.41
-198.06,-775.57,-484.44
-18.13,-868.59,-580.14
20.45,-881.29,-645.08
-145.32,-842.22,-628.23
-119.2,-767.52,-617
-44.01,-847.35,-647.77
-9.34,-955.26,-628.23
-11.78,-928.65,-636.54
85.39,-881.77,-553.53
9.22,-698.43,-535.46
-19.84,-785.58,-496.15
-156.56,-851.01,-506.16
-54.02,-724.06,-639.71
50.23,-823.91,-518.37
-103.58,-798.52,-576.97
-89.66,-827.09,-656.56
-64.03,-880.8,-628.23
-44.01,-831.73,-624.57
-44.49,-814.64,-645.08
-74.28,-893.49,-660.46
-9.58,-920.84,-707.09
106.87,-778.99,-670.23
46.57,-755.8,-643.62
-21.06,-804.38,-567.69
-145.57,-781.19,-521.06
-162.17,-814.39,-530.82
9.22,-872.5,-585.75
14.59,-863.22,-636.78
-136.05,-850.04,-592.35
-119.69,-805.36,-635.8
-50.11,-858.34,-671.2
-48.65,-923.28,-607.24
-26.67,-858.58,-650.7
-12.27,-882.02,-670.23
84.41,-915.95,-594.06
103.94,-871.77,-570.62
-29.11,-768.74,-552.31
-129.7,-746.28,-465.64
-131.41,-697.45,-572.81
108.34,-805.6,-573.3
10.68,-807.8,-579.9
-166.08,-750.43,-626.04
-128.23,-813.17,-657.29
-61.1,-838.07,-677.8
-73.55,-807.31,-700.5
-70.13,-806.82,-654.85
-5.19,-790.71,-679.02
12.88,-818.79,-719.54
30.46,-806.34,-761.54
182.31,-782.9,-610.41
-80.87,-723.08,-606.51
-250.06,-749.21,-568.66
-147.77,-758.48,-556.21
50.48,-827.33,-558.41
-35.22,-776.55,-642.4
-70.86,-825.38,-558.65
-56.21,-803.89,-626.28
-92.35,-858.34,-720.28
-50.35,-896.91,-678.28
-50.6,-814.88,-682.19
-71.35,-884.95,-677.8
-65.49,-895.69,-744.69
69.52,-874.69,-690.98
204.28,-871.03,-560.12
-174.62,-692.57,-529.36
-318.42,-666.2,-645.08
260.68,-836.61,-589.17
-1.53,-894.47,-547.67
-294.49,-693.54,-650.94
-104.31,-809.51,-682.43
-5.43,-936.71,-651.43
-52.55,-769.23,-721.5
-69.64,-796.57,-716.61
181.58,-865.42,-674.13
31.92,-847.6,-433.41
-168.76,-607.6,-575.99
-159.97,-831.97,-584.78
93.93,-886.41,-547.18
-91.86,-828.55,-579.65
-198.55,-806.58,-627.26
-38.64,-817.81,-613.34
-44.98,-883,-644.84
-42.54,-864.44,-624.82
-58.17,-829.53,-656.31
37.05,-920.35,-618.23
74.65,-877.62,-652.89
37.29,-809.75,-568.42
-63.05,-814.64,-413.88
-265.2,-667.91,-597.72
35.83,-728.94,-660.71
121.77,-932.56,-531.56
-189.51,-766.78,-664.61
-137.27,-791.93,-657.53
-49.62,-872.99,-626.77
-38.88,-825.87,-690.49
-22.03,-798.77,-690
-47.18,-840.03,-725.4
140.32,-790.95,-631.65
29.97,-775.82,-587.46
-86.49,-740.17,-599.67
-209.78,-730.65,-499.82
-10.07,-872.5,-546.2
49.01,-820.01,-629.46
-172.67,-767.27,-606.26
-152.16,-764.59,-560.36
20.69,-795.35,-628.23
-10.8,-900.33,-625.79
-58.17,-868.84,-625.79
-79.65,-843.44,-624.57
-54.99,-877.38,-636.78
58.53,-854.43,-646.06
225.77,-867.61,-490.05
-157.53,-791.2,-493.23
